0.159728691,0.16687923
0.095486622,
0.134008982,
0.291837839,
0.147147892,
0.157806827,
0.064578388,
0.217548347,
0.161149912,
1,
0.09983579,
1,
0.070614211,
0.188189382,
0.130036458,
0.066249938,
0.005962496,
0.271556651,
0.080088399,
0.022971739,
0.049390996,
0.148281584,
0.249429125,
0.140921659,
0.13939291,
0.114096919,
0.094438433,
0.187708309,
0.058253267,
0.233030609,
0.552658508,
0.051908216,
0.135583044,
0.128911825,
1,
0.035385718,
0.234609656,
0.180512322,
0.000232322,
0.050110343,
0.165887279,
0.142882923,
0.053575059,
0.008236688,
0.080810897,
0.084164452,
0.172847497,
0.151625834,
0.128163187,
0.180791224,
0.009607298,
0.155218174,
0.126858733,
0.198065991,
0.171581454,
0.10195879,
0.114340348,
0.191598092,
0.046742581,
0.000189609,
0.084220622,
0.03554508,
0.100087774,
1,
0.053591976,
0.058552086,
0.198869097,
0.137942519,
0.042617604,
0.282799058,
0.101917268,
0.211666268,
0.14291859,
0.094364657,
0.076271097,
0.321926174,
0.186131158,
0.00536147,
0.257054897,
0.225020114,
1,
0.051856244,
0.134427105,
0.097654863,
1,
1,
0.060559739,
0.121828335,
0.283816237,
0.298234051,
0.190362829,
0.039493838,
0.097834147,
0.181621646,
0.087139149,
0.138146875,
0.055250865,
0.174578578,
0.068324201,
0.071616417,
0.007701376,
0.05588297,
0.12943872,
0.010874965,
0.103907277,
0.215690074,
0.154839488,
0.04604231,
0.000180256,
0.02726718,
0.088913329,
0.152202905,
0.172026873,
0.092608247,
0.087348033,
0.131462798,
0.001432397,
0.148047061,
0.129330633,
0.145171118,
0.101444033,
0.182644107,
0.103024144,
1,
0.146727869,
0.139020023,
0.109764287,
0.202959849,
0.06920459,
0.009943898,
0.004727933,
0.184604285,
0.041808794,
0.001562889,
0.000240212,
0.025370295,
0.132262068,
0.111412704,
0.149873376,
0.062472816,
0.175440549,
0.098004729,
0.180160447,
0.192500796,
0.252621919,
0.013661646,
4.92E-07,
0.085934498,
0.469120655,
0.044929872,
0.053677153,
0.182183571,
0.156803331,
1,
0.121614299,
0.038890424,
0.178713079,
0.232903353,
0.11438869,
0.00169101,
0.140397596,
0.02564096,
0.246791016,
0.125701513,
0.16067449,
0.049941883,
0.169389281,
0.224856264,
0.115819475,
0.087242775,
0.003788468,
0.079980773,
0.077136937,
0.167517105,
0.104129446,
0.089898371,
0.076911667,
0.071619533,
0.010506305,
7.00E-05,
0.022068187,
0.134034328,
0.093198675,
0.211651269,
0.096128158,
1,
0.030392447,
0.084682961,
0.154961252,
0.161562136,
0.153178929,
0.103174812,
0.191932282,
0.08181839,
0.071278918,
0.17328128,
0.25433344,
0.184920694,
0.099858235,
0.129783014,
0.002624299,
0.053774997,
0.105172251,
0.042288932,
0.187052526,
0.066359184,
1,
0.152747878,
0.03877963,
0.12198681,
0.096897797,
0.138602982,
0.10061445,
0.055481259,
0.005708627,
0.062330022,
0.115469237,
0.197263321,
0.067906392,
0.22425291,
0.171788431,
0.078936189,
0.010198941,
1,
0.214432146,
0.179570765,
0.085287978,
0.08406909,
0.221527333,
0.053996211,
0.175538434,
0.209395613,
0.066829268,
0.08864209,
0.163266753,
0.081218359,
0.140421444,
0.13632015,
0.05248181,
0.158407645,
0.076138131,
0.039921352,
0.106424216,
0.087773417,
0.105306179,
0.003267947,
0.136545588,
0.080975844,
0.135352009,
0.001279608,
0.059403246,
0.170329027,
0.005948958,
0.129911618,
0.104865939,
0.094892782,
0.143039958,
0.143389756,
0.118037664,
0.141457703,
0.059881881,
0.165733328,
0.098133238,
0.249983594,
0.123383954,
0.035645856,
0.167546699,
0.143144487,
0.127135904,
1,
0.109975783,
0.073207278,
0.004703327,
0.009065515,
0.151752499,
0.368958796,
0.068014746,
0.062401854,
0.029332615,
0.016804491,
0.247864063,
0.071063277,
3.03E-05,
0.121359461,
0.130596548,
0.163700554,
0.109181217,
0.123182931,
1,
0.255641332,
0.004574054,
1,
0.174026887,
0.221118989,
0.133279748,
1,
0.118996325,
0.270943748,
0.081052943,
0.149088131,
0.238739742,
1,
0.140956946,
0.050750506,
0.106443091,
0.358118673,
0.487515404,
0.032912945,
0.136056857,
0.039441219,
0.010533289,
0.00010459,
0.101370714,
0.010512433,
0.000600009,
0.109930074,
0.070286666,
0.048054955,
0.199466806,
1.48E-06,
0.126188988,
0.045020028,
0.135024932,
0.112696039,
1,
0.137965247,
0.073715995,
0.010873401,
0.139671572,
0.029348439,
0.641718652,
0.090644807,
0.218116739,
0.149605792,
0.113044366,
0.228767592,
0.077015067,
0.295296695,
0.097199076,
0.120095773,
0.080631208,
0.000124305,
0.000264157,
0.13321808,
0.001880312,
0.13745919,
0.059982786,
0.999999998,
0.40661106,
0.062858245,
0.133154362,
0.080852719,
0.112967927,
0.36035981,
0.006957111,
0.207975833,
1,
0.301965519,
0.085777899,
0.156066807,
1,
0.03757766,
0.00103793,
0.087742816,
0.057995292,
0.104827314,
0.000712105,
0.202316843,
0.131812958,
0.061253191,
0.143834275,
0.180779867,
0.003003389,
0.082426303,
0.081765933,
0.03793539,
0.055683178,
0.000926178,
0.123630319,
0.229502529,
0.260495848,
0.138515456,
0.22831361,
0.163504062,
0.038988758,
0.08045417,
0.065841122,
0.185134189,
0.16119206,
0.022160728,
1,
0.087739347,
0.000677556,
0.178901447,
0.099913064,
0.112287972,
0.109935831,
0.131658029,
0.218970936,
0.052923028,
0.22107354,
0.182948191,
0.074341111,
0.205395283,
0.05695246,
0.203728361,
0.25009785,
0.069363942,
0.186073442,
0.094282769,
0.270508278,
0.083169469,
0.193468914,
0.064617789,
0.031681547,
0.114872436,
0.195403992,
0.207598811,
0.311271419,
0.052464994,
0.020602099,
0.114985861,
0.149506476,
0.028199506,
0.146819992,
0.05699345,
0.110755488,
0.007054314,
0.22450666,
0.320879505,
0.00647265,
0.087369829,
0.161857367,
0.014090597,
0.110717778,
0.146980578,
0.203038687,
1,
0.004973661,
1,
0.132737167,
0.014636237,
0.033265164,
0.256363207,
0.069839431,
0.236269501,
2.00E-05,
0.101128884,
0.109829907,
1,
0.111988246,
0.188616735,
0.202350405,
0.190961945,
0.009585926,
0.144470437,
0.13535629,
0.356666058,
0.085381155,
0.14047141,
0.021986059,
1,
0.163223281,
0.000259097,
0.059346918,
0.000233686,
0.054897679,
0.151022525,
0.051981254,
0.106615411,
0.042374126,
0.002009253,
0.13523399,
0.000279145,
0.024341717,
0.114689995,
0.038398115,
0.234014004,
0.110400212,
0.085213866,
0.107680783,
0.192256901,
0.141955417,
0.247349032,
0.012546896,
0.183355678,
0.096441102,
1,
0.252106889,
0.096149852,
0.2031448,
0.144608442,
0.088002238,
0.15624215,
0.158500752,
0.283489129,
0.1624797,
8.92E-07,
0.164652241,
0.161454783,
0.005731578,
0.107108136,
0.218592078,
0.163709958,
1,
0.197976398,
0.130778749,
0.096446518,
0.113556455,
0.079889197,
0.063702253,
0.120301978,
0.139717634,
0.00704833,
0.124470781,
0.107841089,
0.080736389,
0.096190008,
0.080210694,
0.440235304,
0.085544329,
0.007004646,
0.105426198,
0.033610239,
0.199929287,
0.181828184,
0.015047231,
0.014829176,
0.025563605,
0.123096092,
0.132553123,
0.085425075,
0.151155872,
0.000805399,
0.091642709,
0.122483079,
1,
0.241200275,
0.151573079,
0.19259866,
0.204170084,
0.088237553,
4.99E-06,
0.072809687,
0.228013581,
0.110738794,
0.099218646,
0.063354076,
0.181949263,
0.072387266,
1,
0.056337625,
0.127294381,
0.066547362,
0.173961589,
0.082258773,
0.058828929,
0.117235671,
0.112637511,
6.71E-05,
0.117718953,
0.012273781,
0.086688528,
0.058651586,
0.166620701,
0.088858503,
0.325771418,
0.092583508,
1.20E-05,
0.070248482,
0.198014083,
0.206302482,
0.089166337,
0.104941796,
0.52091117,
1.33E-05,
0.027447989,
0.026162559,
0.118581865,
1,
0.076388526,
0.105492563,
0.064862151,
0.172854803,
0.162755851,
0.283249905,
0.084664453,
0.16896503,
0.112531779,
0.203733178,
0.117881271,
0.223833007,
0.102909715,
0.118618699,
0.14135739,
1,
0.097450721,
0.001341953,
0.185317786,
0.10405708,
0.161628569,
0.100629697,
0.013346316,
0.183530777,
0.268694631,
0.554280475,
0.13051322,
1.00E-04,
0.038180795,
0.04156866,
0.203706767,
0.079027219,
0.159898954,
0.153707225,
0.00508383,
0.113926871,
0.135935139,
0.444844281,
0.015063325,
1,
0.092671315,
0.153718353,
0.049533157,
0.156986757,
0.034221449,
0.00917681,
0.008131602,
0.026391811,
0.175842987,
1,
0.061390846,
0.074006868,
0.077210132,
0.07175379,
0.179135303,
0.116983634,
0.143525271,
0.132207393,
0.083820384,
0.001219842,
0.005180977,
0.008499171,
0.064772237,
0.077511655,
0.100550819,
0.163727504,
0.085110003,
0.021485306,
0.130654653,
0.178519775,
0.048433955,
0.108104733,
0.096703912,
0.081256998,
0.108031501,
0.059456772,
0.05709766,
0.124648021,
0.352826654,
0.118961488,
0.089907135,
0.170356526,
0.071238248,
1,
0.077861231,
1,
0.01198903,
0.003318579,
0.097974968,
0.057059162,
0.058158768,
0.114710993,
0.004787848,
0.001125326,
0.205694476,
0.098705506,
0.014808361,
0.080318661,
0.673187932,
0.624406835,
0.046690482,
0.151073894,
0.088845295,
0.091717033,
0.106360175,
0.092739402,
0.098004165,
0.194387852,
0.177755519,
0.243550945,
0.072734063,
0.15519582,
0.284542671,
0.270685009,
0.446312949,
0.188510345,
0.008592603,
0.004390307,
0.105672894,
0.071496941,
0.298311537,
0.050772088,
1,
0.008056444,
0.181108361,
0.042326403,
1,
0.010833202,
1,
0.001393236,
0.105598332,
0.083651609,
0.179118676,
0.063026382,
0.080911245,
0.083881062,
0.172521153,
0.200605824,
0.183657953,
0.143573674,
0.074678765,
1,
0.00040974,
0.045615047,
0.098258259,
0.120680457,
1,
0.057140848,
0.075958124,
0.079758196,
0.131755829,
0.235854519,
1,
0.294103294,
0.151181186,
0.149927604,
0.081607933,
0.108692503,
0.10335085,
0.036724747,
1,
0.07783232,
0.109288543,
0.03822781,
0.266940368,
0.068033628,
0.307456326,
0.104240135,
0.104479709,
0.08183842,
0.038956524,
0.156600163,
0.154067876,
0.187619792,
0.086604703,
0.059372001,
0.069469599,
0.19436674,
0.084523553,
0.055444999,
0.055254781,
1,
0.265684415,
0.142500081,
0.169362267,
1,
0.120665821,
0.060995333,
0.000519051,
0.130309616,
1,
0.038667454,
0.110527198,
0.080041575,
0.07037585,
0.152090154,
0.081229497,
0.05705374,
0.059127994,
0.094793753,
0.083093418,
0.142822427,
0.179041313,
0.333785827,
0.010840171,
0.005659269,
0.201705787,
0.004301855,
1,
0.303222342,
0.059763269,
0.165990726,
1,
0.039338857,
0.084803367,
0.173563456,
0.132459528,
0.140537363,
0.13775351,
0.047451552,
0.091470059,
0.134214601,
4.37E-05,
0.000782391,
0.036358386,
0.202961759,
0.139527319,
0.109712586,
0.0119282,
0.165393241,
1,
0.107793971,
0.280255795,
0.228285502,
0.123991117,
0.146927253,
0.122424073,
0.13267472,
0.25726278,
0.000227551,
1,
0.001871361,
1,
0.142153202,
0.364712506,
0.089387004,
0.079218718,
0.143884718,
0.198454842,
0.062204397,
0.146325873,
5.67E-05,
0.0002624,
0.121809674,
0.144400098,
0.155828339,
0.088705242,
0.227072894,
0.106447488,
0.005406215,
0.090817021,
0.112711314,
0.235813445,
0.262806531,
0.041485718,
0.208760018,
1,
0.137768019,
0.006857126,
0.142375024,
0.177847393,
0.099967304,
0.123719952,
0.11281205,
1,
0.490460086,
0.034463603,
0.158001858,
1,
0.215520685,
0.018239917,
0.03727089,
0.108786968,
0.129485014,
4.33E-05,
0.12687761,
0.12745126,
0.045312415,
0.186794925,
0.07266118,
1,
0.413769808,
0.001657339,
0.020431588,
0.188811507,
1,
0.154125737,
0.100099313,
0.05367092,
0.038940081,
0.153830424,
0.193088552,
0.082499831,
0.365231856,
0.048656919,
0.032259501,
0.038304766,
0.174676121,
0.202629121,
0.119955806,
0.055280985,
0.008624186,
0.045421751,
0.175582927,
0.102649894,
0.205032483,
0.242571876,
0.120554748,
0.092296551,
0.003826617,
0.089225861,
1,
0.177585973,
0.014529134,
0.030304406,
0.150828927,
0.033242623,
0.260132595,
0.102703554,
0.02372823,
0.135211605,
0.08370888,
0.002212076,
1,
0.121800274,
0.113221698,
0.141890853,
0.217275812,
0.08832371,
0.264122613,
0.078173718,
0.218144229,
0.16576263,
0.07358564,
0.222236586,
0.032409132,
0.23722249,
0.107837099,
0.109651282,
0.090988719,
0.110688297,
0.080686293,
0.103071013,
0.094051046,
0.075295955,
0.136118353,
0.129765866,
0.147776691,
0.150214866,
0.202497408,
0.192411101,
0.069684246,
0.244232644,
0.000370459,
0.085153965,
0.153989416,
0.110682908,
0.095445126,
0.12113367,
0.12361429,
0.00677953,
0.131866106,
0.022094758,
0.116346785,
0.207856373,
0.254670082,
0.06761728,
0.070932734,
0.150805847,
4.41E-10,
0.024564368,
0.131106162,
0.120897173,
2.25E-05,
0.12189477,
0.115278877,
0.184570748,
0.220571622,
0.117369919,
0.093011018,
0.038593002,
0.009946031,
0.030044236,
0.046654188,
